age,rating,weather_cond,traffic,vehicle_cond,vehicle_type,multiple_orders,festival,city_type,city_name,month,weekend,ordered_hour,distance_km,delivery_time
38.0,4.5,cloudy,low,2,scooter,0.0,no,metropolitian,agr,2,0,23.0,8.93,18
29.0,4.7,sandstorms,jam,2,electric_scooter,1.0,no,metropolitian,sur,3,0,21.0,7.6,21
20.0,4.5,fog,low,1,scooter,1.0,no,metropolitian,jap,3,1,22.0,10.43,25
25.0,4.9,fog,low,0,motorcycle,1.0,no,metropolitian,bang,3,0,9.0,3.11,20
21.0,4.9,windy,medium,2,scooter,1.0,no,metropolitian,vad,3,0,18.0,14.15,21
23.0,5.0,cloudy,medium,1,motorcycle,1.0,no,metropolitian,agr,2,0,19.0,10.42,39
29.0,4.6,cloudy,low,0,motorcycle,0.0,no,metropolitian,mum,4,0,8.0,3.06,22
22.0,4.7,windy,jam,2,electric_scooter,1.0,no,metropolitian,ludh,2,1,21.0,7.33,19
25.0,5.0,fog,jam,2,scooter,1.0,no,metropolitian,pune,3,1,22.0,7.66,24
25.0,4.9,sandstorms,medium,0,motorcycle,1.0,no,urban,mum,3,1,17.0,9.18,19
22.0,4.6,stormy,jam,1,scooter,1.0,no,metropolitian,bang,3,0,21.0,17.08,27
32.0,4.6,windy,low,2,scooter,1.0,no,metropolitian,ranchi,3,0,10.0,3.02,24
37.0,4.8,sunny,jam,2,scooter,1.0,no,metropolitian,hyd,3,0,20.0,10.76,19
31.0,4.2,fog,jam,0,motorcycle,1.0,no,urban,mum,3,0,21.0,7.65,32
26.0,4.9,windy,high,2,scooter,1.0,no,metropolitian,jap,3,0,13.0,5.96,26
26.0,5.0,fog,low,0,motorcycle,1.0,no,metropolitian,vad,3,0,8.0,3.15,21
35.0,4.7,windy,jam,0,motorcycle,2.0,no,metropolitian,mum,3,0,19.0,7.65,40
39.0,4.7,stormy,jam,0,motorcycle,1.0,no,metropolitian,kol,2,0,19.0,10.59,37
21.0,5.0,fog,medium,1,scooter,1.0,no,metropolitian,mys,3,1,18.0,7.77,16
33.0,4.9,fog,jam,2,scooter,1.0,no,metropolitian,aurg,2,0,21.0,7.63,28
26.0,4.9,windy,low,2,scooter,0.0,no,urban,mum,3,0,10.0,3.06,17
37.0,4.7,windy,medium,2,scooter,0.0,no,metropolitian,jap,3,0,18.0,16.39,30
34.0,4.4,windy,jam,1,motorcycle,0.0,yes,urban,indo,3,1,20.0,19.66,41
24.0,4.9,stormy,medium,1,scooter,1.0,no,metropolitian,deh,2,0,18.0,14.15,19
38.0,4.1,sandstorms,jam,0,motorcycle,3.0,no,metropolitian,coimb,3,1,20.0,10.91,48
36.0,5.0,windy,jam,2,motorcycle,1.0,no,metropolitian,coimb,3,0,19.0,9.35,29
37.0,4.3,stormy,high,2,scooter,1.0,no,metropolitian,jap,3,0,11.0,2.98,34
33.0,4.7,windy,high,2,scooter,1.0,no,urban,mum,4,1,11.0,1.53,30
39.0,4.9,stormy,low,1,motorcycle,1.0,no,metropolitian,bang,3,0,22.0,9.31,23
31.0,4.7,cloudy,low,2,motorcycle,1.0,no,metropolitian,pune,3,0,23.0,7.66,18
21.0,4.3,sandstorms,low,0,motorcycle,1.0,no,metropolitian,mum,4,0,8.0,1.53,26
20.0,4.9,windy,low,2,scooter,0.0,no,metropolitian,vad,3,0,22.0,12.12,14
27.0,4.6,windy,high,0,motorcycle,1.0,no,urban,ranchi,4,0,12.0,6.04,24
25.0,4.6,stormy,medium,1,scooter,1.0,no,metropolitian,kol,2,0,19.0,4.54,28
22.0,4.7,sandstorms,jam,2,scooter,1.0,no,metropolitian,vad,3,0,20.0,9.44,21
31.0,4.5,sunny,low,0,motorcycle,1.0,no,metropolitian,ludh,2,0,23.0,20.51,23
36.0,3.9,sandstorms,jam,2,motorcycle,1.0,no,urban,hyd,3,1,20.0,19.97,31
25.0,4.9,stormy,low,2,scooter,0.0,no,metropolitian,agr,2,0,22.0,16.37,19
37.0,4.6,sunny,jam,0,motorcycle,1.0,no,metropolitian,knp,2,0,19.0,7.46,24
27.0,4.9,sandstorms,medium,2,scooter,1.0,no,metropolitian,sur,3,0,18.0,4.56,29
22.0,4.7,cloudy,jam,1,motorcycle,1.0,no,metropolitian,kol,2,0,20.0,12.11,44
23.0,4.6,cloudy,low,2,electric_scooter,1.0,no,metropolitian,pune,3,0,22.0,7.66,19
20.0,5.0,sunny,jam,1,scooter,0.0,no,urban,mum,3,0,19.0,16.82,10
37.0,3.5,stormy,medium,1,motorcycle,2.0,no,metropolitian,mys,3,1,17.0,20.21,38
32.0,4.9,sunny,low,0,motorcycle,1.0,no,metropolitian,indo,3,1,8.0,1.51,24
31.0,4.3,windy,low,0,motorcycle,1.0,no,metropolitian,mum,3,0,23.0,9.18,34
24.0,4.9,stormy,jam,2,scooter,1.0,no,metropolitian,jap,4,0,19.0,11.92,16
33.0,5.0,sunny,medium,1,motorcycle,1.0,no,metropolitian,hyd,3,0,18.0,12.29,25
22.0,4.2,stormy,low,0,motorcycle,0.0,no,metropolitian,coimb,3,0,8.0,3.12,15
36.0,4.9,cloudy,medium,0,motorcycle,1.0,no,urban,ranchi,3,0,18.0,12.07,42
39.0,4.8,sunny,medium,1,motorcycle,0.0,no,metropolitian,indo,3,1,17.0,16.63,21
26.0,4.6,fog,low,0,motorcycle,1.0,no,metropolitian,mys,3,1,23.0,10.88,23
38.0,4.8,windy,low,0,motorcycle,1.0,no,metropolitian,chen,3,0,22.0,20.18,23
28.0,4.9,fog,low,1,scooter,0.0,no,metropolitian,jap,4,1,22.0,8.94,14
35.0,4.8,sandstorms,low,1,scooter,1.0,no,urban,pune,3,0,22.0,13.79,29
23.0,4.6,sunny,jam,1,scooter,1.0,no,metropolitian,jap,3,0,21.0,19.36,22
30.0,4.3,stormy,medium,2,scooter,2.0,no,metropolitian,jap,3,0,18.0,10.43,34
35.0,4.5,stormy,medium,2,motorcycle,1.0,no,urban,pune,3,1,17.0,10.72,34
37.0,4.9,sandstorms,jam,0,motorcycle,0.0,no,metropolitian,bang,3,1,20.0,12.42,35
23.0,4.8,windy,low,1,scooter,0.0,no,metropolitian,mum,3,0,22.0,13.76,19
24.0,4.7,windy,low,0,motorcycle,0.0,no,metropolitian,pune,3,0,23.0,19.91,18
37.0,4.1,fog,jam,2,motorcycle,1.0,no,semi-urban,vad,3,0,20.0,14.15,49
27.0,4.2,sandstorms,low,0,motorcycle,0.0,no,urban,bang,3,0,10.0,1.55,20
28.0,4.7,sunny,low,0,motorcycle,1.0,no,urban,mum,3,0,22.0,19.88,23
21.0,4.5,sandstorms,medium,2,electric_scooter,0.0,no,metropolitian,mys,3,1,17.0,10.88,28
35.0,4.9,sunny,low,0,motorcycle,0.0,no,urban,deh,2,0,23.0,7.34,23
23.0,4.7,stormy,high,0,motorcycle,1.0,no,metropolitian,vad,3,1,12.0,6.06,35
39.0,4.8,stormy,medium,2,motorcycle,1.0,no,metropolitian,deh,2,0,15.0,6.29,29
36.0,5.0,sandstorms,low,2,scooter,1.0,no,urban,hyd,3,0,22.0,4.61,22
35.0,4.8,sunny,medium,1,scooter,1.0,no,urban,pune,3,0,17.0,10.72,19
37.0,4.6,stormy,high,0,motorcycle,1.0,no,urban,coimb,3,0,13.0,6.23,34
24.0,4.7,sunny,low,0,motorcycle,0.0,no,metropolitian,hyd,3,1,8.0,1.54,14
23.0,4.9,cloudy,medium,2,motorcycle,2.0,no,metropolitian,pune,3,0,18.0,10.72,36
28.0,4.8,stormy,low,0,motorcycle,1.0,no,metropolitian,mum,4,0,0.0,13.77,21
36.0,4.5,windy,medium,2,motorcycle,1.0,no,metropolitian,goa,2,0,17.0,10.81,22
22.0,4.1,windy,low,0,motorcycle,1.0,no,metropolitian,indo,4,1,0.0,9.07,29
34.0,4.9,stormy,high,1,motorcycle,1.0,no,metropolitian,bang,3,0,14.0,6.21,32
38.0,5.0,cloudy,medium,0,motorcycle,1.0,no,metropolitian,indo,4,0,18.0,19.66,39
36.0,4.2,sandstorms,jam,2,motorcycle,1.0,no,metropolitian,bhp,2,0,19.0,12.08,41
28.0,4.9,windy,medium,0,motorcycle,1.0,no,metropolitian,sur,3,1,17.0,13.68,26
37.0,4.2,fog,jam,1,motorcycle,1.0,no,metropolitian,deh,2,0,19.0,11.75,45
39.0,4.7,cloudy,jam,1,motorcycle,1.0,no,metropolitian,agr,2,0,20.0,11.91,38
20.0,4.6,sandstorms,jam,2,motorcycle,1.0,no,metropolitian,mum,3,0,20.0,7.65,26
36.0,4.6,sandstorms,medium,1,motorcycle,1.0,no,metropolitian,pune,4,0,18.0,12.26,22
24.0,4.6,stormy,low,2,scooter,0.0,no,metropolitian,hyd,3,0,23.0,4.61,14
24.0,4.8,stormy,jam,1,scooter,1.0,no,metropolitian,sur,3,0,19.0,19.76,17
32.0,4.7,windy,low,0,motorcycle,1.0,no,metropolitian,pune,3,0,22.0,19.92,27
27.0,4.9,sandstorms,jam,0,motorcycle,1.0,no,metropolitian,hyd,3,1,20.0,4.61,16
20.0,4.9,sunny,medium,2,scooter,1.0,no,metropolitian,alh,2,0,18.0,11.01,15
39.0,3.9,stormy,jam,2,scooter,1.0,no,metropolitian,jap,3,1,21.0,19.36,33
21.0,4.8,fog,low,1,scooter,1.0,no,metropolitian,koc,2,1,22.0,20.29,26
25.0,4.7,cloudy,low,0,motorcycle,0.0,no,metropolitian,chen,3,0,10.0,1.55,23
30.0,4.5,sandstorms,low,0,motorcycle,1.0,no,urban,mum,3,0,23.0,10.71,20
37.0,5.0,windy,jam,0,motorcycle,1.0,no,metropolitian,jap,3,0,20.0,8.94,32
22.0,5.0,sandstorms,medium,0,motorcycle,0.0,no,metropolitian,indo,3,1,17.0,4.54,26
21.0,4.8,stormy,jam,2,motorcycle,1.0,no,urban,bang,3,0,21.0,13.97,17
23.0,4.8,stormy,low,1,motorcycle,0.0,no,metropolitian,coimb,3,0,22.0,17.14,14
24.0,4.4,stormy,low,0,motorcycle,0.0,no,metropolitian,vad,4,0,9.0,3.15,21
33.0,4.8,stormy,jam,1,motorcycle,1.0,no,urban,kol,2,0,20.0,9.08,30
36.0,5.0,sandstorms,low,2,electric_scooter,0.0,no,urban,pune,3,1,9.0,1.53,29
39.0,4.6,fog,medium,0,motorcycle,1.0,no,metropolitian,chen,3,1,18.0,13.97,48
20.0,4.7,cloudy,medium,0,motorcycle,1.0,no,metropolitian,sur,4,0,18.0,16.72,31
31.0,4.6,cloudy,medium,0,motorcycle,0.0,no,urban,vad,3,1,18.0,12.58,44
37.0,4.7,stormy,medium,1,motorcycle,1.0,no,metropolitian,mys,3,0,15.0,6.22,25
20.0,4.8,fog,low,2,scooter,0.0,no,urban,sur,4,0,9.0,3.04,17
36.0,4.4,sandstorms,low,0,motorcycle,1.0,no,metropolitian,pune,3,0,23.0,9.19,22
33.0,3.5,windy,jam,2,scooter,0.0,no,metropolitian,mys,3,0,20.0,13.99,36
32.0,4.9,sunny,jam,1,scooter,1.0,no,metropolitian,ludh,2,0,21.0,7.33,16
24.0,4.8,fog,low,2,scooter,0.0,no,urban,ranchi,3,0,22.0,13.58,25
20.0,4.7,fog,high,1,motorcycle,1.0,no,metropolitian,aurg,2,0,13.0,6.11,26
23.0,4.6,sunny,low,2,electric_scooter,1.0,no,urban,pune,3,1,23.0,16.85,27
38.0,4.0,sandstorms,low,0,motorcycle,1.0,no,metropolitian,chen,3,0,9.0,1.55,27
25.0,5.0,fog,jam,2,motorcycle,1.0,no,metropolitian,chen,3,0,20.0,4.66,29
27.0,5.0,sandstorms,low,1,motorcycle,1.0,no,metropolitian,hyd,3,0,10.0,1.54,18
37.0,4.8,sunny,jam,2,motorcycle,1.0,no,urban,mys,3,0,19.0,10.88,19
30.0,4.3,sandstorms,low,0,motorcycle,1.0,no,metropolitian,indo,4,0,8.0,1.51,34
27.0,4.7,windy,low,1,scooter,0.0,no,metropolitian,ranchi,3,0,10.0,1.57,16
21.0,4.7,fog,low,2,electric_scooter,0.0,no,metropolitian,indo,3,0,22.0,9.07,12
23.0,4.7,sandstorms,jam,2,electric_scooter,1.0,no,metropolitian,mum,3,1,19.0,16.82,24
21.0,4.8,windy,jam,1,scooter,1.0,no,metropolitian,vad,4,1,19.0,14.15,15
24.0,4.6,sandstorms,medium,0,motorcycle,1.0,no,urban,vad,3,0,18.0,9.09,25
31.0,4.9,sunny,high,0,motorcycle,0.0,no,metropolitian,goa,2,1,14.0,6.18,28
34.0,4.8,sandstorms,low,0,motorcycle,0.0,no,metropolitian,bhp,2,0,23.0,10.57,20
31.0,4.8,sunny,jam,2,scooter,1.0,no,metropolitian,chen,3,1,20.0,13.97,15
21.0,4.1,cloudy,jam,1,motorcycle,1.0,no,metropolitian,chen,3,0,20.0,17.07,33
32.0,4.6,stormy,low,1,motorcycle,0.0,no,metropolitian,chen,4,0,23.0,4.66,20
32.0,4.5,cloudy,high,2,motorcycle,1.0,no,metropolitian,knp,2,0,11.0,2.98,30
33.0,4.4,cloudy,jam,2,scooter,0.0,no,metropolitian,vad,3,0,22.0,16.66,48
36.0,4.9,sandstorms,jam,1,scooter,1.0,no,metropolitian,bang,3,0,19.0,20.18,27
27.0,4.8,windy,jam,0,motorcycle,1.0,no,metropolitian,bang,3,0,19.0,13.97,35
22.0,4.3,stormy,low,0,motorcycle,1.0,no,urban,ranchi,4,1,22.0,4.53,23
35.0,3.7,stormy,jam,1,motorcycle,1.0,no,metropolitian,agr,2,0,19.0,16.37,36
38.0,4.1,stormy,medium,2,scooter,1.0,no,metropolitian,indo,3,0,18.0,4.54,32
24.0,4.6,sunny,low,0,motorcycle,0.0,no,urban,pune,3,1,8.0,3.06,13
38.0,4.5,stormy,low,1,motorcycle,1.0,no,metropolitian,indo,3,0,22.0,12.1,20
27.0,4.7,sandstorms,low,1,motorcycle,0.0,no,metropolitian,knp,2,1,10.0,1.49,10
37.0,4.4,fog,jam,0,motorcycle,0.0,no,metropolitian,mys,3,0,20.0,4.66,31
24.0,4.5,windy,low,1,motorcycle,0.0,no,metropolitian,vad,3,0,22.0,14.15,17
34.0,4.8,sandstorms,high,2,scooter,1.0,no,metropolitian,pune,3,0,11.0,3.06,31
22.0,4.9,sandstorms,low,0,motorcycle,0.0,no,urban,goa,2,0,23.0,20.07,19
37.0,4.5,windy,low,0,motorcycle,1.0,no,metropolitian,vad,3,0,22.0,9.44,28
31.0,4.5,sunny,medium,1,scooter,0.0,no,metropolitian,mum,3,0,18.0,16.83,20
20.0,4.7,cloudy,medium,0,motorcycle,1.0,no,metropolitian,bang,3,1,15.0,6.21,23
33.0,4.6,sunny,medium,2,scooter,1.0,no,metropolitian,indo,4,0,16.0,6.05,20
35.0,4.9,sunny,jam,1,scooter,1.0,no,urban,sur,3,0,21.0,7.6,24
34.0,4.9,sunny,medium,1,motorcycle,1.0,no,metropolitian,sur,3,1,17.0,7.6,24
26.0,4.7,fog,jam,1,motorcycle,1.0,no,metropolitian,goa,2,0,21.0,4.63,20
28.0,4.8,fog,jam,0,motorcycle,2.0,no,metropolitian,hyd,3,0,20.0,13.83,43
37.0,4.9,sunny,low,1,motorcycle,1.0,no,urban,ranchi,4,0,9.0,3.02,14
30.0,4.3,cloudy,jam,1,motorcycle,3.0,no,metropolitian,mys,3,0,21.0,13.99,48
34.0,4.9,cloudy,low,1,motorcycle,0.0,no,metropolitian,agr,2,0,22.0,7.44,18
37.0,4.6,sunny,jam,2,electric_scooter,1.0,no,metropolitian,chen,3,0,20.0,20.18,16
25.0,2.9,sunny,low,2,electric_scooter,1.0,no,urban,mys,3,1,23.0,20.21,31
22.0,5.0,cloudy,jam,1,motorcycle,2.0,no,urban,kol,2,0,21.0,13.62,38
38.0,4.6,cloudy,low,2,motorcycle,1.0,no,metropolitian,ranchi,3,0,23.0,10.57,25
37.0,4.6,sunny,jam,2,motorcycle,0.0,no,metropolitian,ranchi,4,1,21.0,13.58,23
22.0,4.8,fog,medium,2,motorcycle,1.0,no,metropolitian,mys,3,0,18.0,20.21,37
35.0,4.2,cloudy,low,1,scooter,2.0,no,metropolitian,jap,3,0,23.0,10.43,39
26.0,4.6,windy,low,1,scooter,1.0,no,urban,hyd,3,0,23.0,13.83,15
21.0,4.8,cloudy,high,0,motorcycle,1.0,no,urban,coimb,3,1,13.0,6.23,22
22.0,4.9,cloudy,jam,0,motorcycle,0.0,no,metropolitian,jap,3,0,19.0,4.47,27
33.0,4.5,sandstorms,jam,1,scooter,1.0,no,metropolitian,bhp,2,0,19.0,13.59,37
32.0,4.6,windy,medium,2,scooter,0.0,no,metropolitian,jap,3,0,17.0,20.85,25
33.0,4.1,fog,low,2,scooter,1.0,no,metropolitian,ranchi,3,0,22.0,19.62,39
31.0,5.0,sandstorms,jam,1,motorcycle,1.0,no,metropolitian,hyd,3,0,20.0,9.22,34
21.0,3.4,sunny,low,1,motorcycle,2.0,no,metropolitian,pune,3,1,23.0,16.85,40
21.0,4.7,windy,jam,2,scooter,1.0,no,urban,hyd,3,0,19.0,16.9,16
27.0,4.9,cloudy,medium,2,motorcycle,0.0,no,metropolitian,vad,3,0,17.0,11.01,25
21.0,4.6,stormy,jam,0,motorcycle,1.0,no,urban,mys,3,0,20.0,20.21,38
31.0,4.9,cloudy,medium,2,motorcycle,1.0,no,metropolitian,ludh,2,0,19.0,11.72,34
32.0,5.0,fog,jam,0,motorcycle,1.0,no,metropolitian,chen,3,0,20.0,13.97,43
31.0,4.9,cloudy,high,1,motorcycle,1.0,no,metropolitian,vad,3,0,12.0,6.06,38
32.0,4.8,sandstorms,low,1,motorcycle,1.0,no,metropolitian,vad,3,0,10.0,1.51,21
26.0,4.6,sandstorms,low,2,scooter,1.0,no,metropolitian,hyd,4,1,23.0,9.22,15
34.0,4.6,sandstorms,medium,1,motorcycle,0.0,no,metropolitian,chen,3,0,17.0,7.76,29
26.0,4.9,cloudy,low,0,motorcycle,1.0,no,urban,indo,3,0,8.0,3.03,21
30.0,4.2,cloudy,jam,1,motorcycle,1.0,no,metropolitian,bang,3,0,21.0,7.76,39
38.0,4.9,sandstorms,medium,2,motorcycle,1.0,no,metropolitian,bhp,2,0,18.0,19.63,21
24.0,4.7,fog,medium,2,scooter,1.0,no,metropolitian,indo,3,0,15.0,6.05,15
27.0,5.0,cloudy,low,0,motorcycle,1.0,no,metropolitian,kol,2,0,23.0,10.59,22
23.0,4.7,windy,medium,1,scooter,1.0,no,metropolitian,mum,3,0,18.0,10.7,27
20.0,4.6,sunny,jam,1,motorcycle,1.0,no,metropolitian,indo,4,0,19.0,13.61,17
29.0,5.0,stormy,jam,1,motorcycle,1.0,no,urban,jap,3,0,19.0,8.94,24
20.0,4.1,sandstorms,low,0,motorcycle,1.0,no,metropolitian,koc,2,1,10.0,3.12,25
35.0,4.8,stormy,low,2,scooter,1.0,no,metropolitian,vad,3,0,23.0,7.86,23
39.0,4.1,sandstorms,jam,1,scooter,1.0,no,metropolitian,vad,4,0,19.0,7.57,33
35.0,4.6,windy,high,2,scooter,0.0,no,metropolitian,pune,4,0,11.0,3.06,32
30.0,4.6,windy,medium,2,motorcycle,1.0,no,metropolitian,bang,3,0,18.0,10.87,29
33.0,4.6,windy,medium,1,motorcycle,0.0,no,metropolitian,jap,3,0,18.0,8.94,32
36.0,4.9,cloudy,jam,0,motorcycle,1.0,no,urban,coimb,3,0,20.0,4.67,34
38.0,4.9,windy,medium,2,motorcycle,0.0,no,metropolitian,chen,3,0,18.0,20.18,22
37.0,4.7,sunny,low,2,electric_scooter,0.0,no,metropolitian,vad,3,1,23.0,16.66,16
33.0,4.8,windy,high,2,scooter,1.0,no,metropolitian,hyd,3,1,11.0,1.54,26
30.0,4.2,cloudy,jam,1,motorcycle,1.0,no,metropolitian,sur,4,0,19.0,10.64,46
20.0,4.7,cloudy,medium,1,scooter,1.0,no,metropolitian,chen,3,0,18.0,20.18,35
32.0,4.7,fog,jam,0,motorcycle,2.0,no,metropolitian,sur,3,0,20.0,19.76,48
20.0,4.8,sunny,medium,2,scooter,1.0,no,metropolitian,bang,3,1,18.0,13.97,11
26.0,4.2,fog,high,2,scooter,0.0,no,metropolitian,pune,4,1,13.0,6.13,34
34.0,4.6,fog,medium,0,motorcycle,0.0,no,metropolitian,ranchi,3,0,17.0,19.62,48
39.0,4.2,sandstorms,jam,1,scooter,1.0,no,metropolitian,mum,4,0,19.0,16.82,32
24.0,4.9,sunny,low,0,motorcycle,0.0,no,metropolitian,jap,3,0,22.0,19.36,26
27.0,4.7,stormy,medium,2,electric_scooter,0.0,no,metropolitian,coimb,3,0,18.0,4.67,22
22.0,4.6,stormy,jam,1,motorcycle,0.0,no,urban,bang,3,0,19.0,10.87,22
21.0,4.9,windy,low,1,scooter,0.0,no,metropolitian,bang,3,0,22.0,4.66,17
32.0,4.9,fog,low,0,motorcycle,1.0,no,metropolitian,deh,2,0,10.0,2.94,26
38.0,4.8,windy,jam,2,electric_scooter,1.0,no,metropolitian,coimb,3,0,19.0,10.91,29
39.0,5.0,fog,low,0,motorcycle,1.0,no,urban,aurg,2,0,23.0,9.16,27
26.0,4.3,sandstorms,low,0,motorcycle,0.0,no,urban,goa,2,0,23.0,7.72,21
27.0,4.9,windy,medium,2,electric_scooter,1.0,no,metropolitian,sur,3,0,18.0,10.64,24
30.0,4.3,fog,high,0,motorcycle,1.0,no,metropolitian,bang,3,0,12.0,6.21,32
29.0,4.6,cloudy,low,0,motorcycle,1.0,no,metropolitian,agr,2,0,22.0,13.39,24
30.0,4.3,fog,medium,1,scooter,0.0,no,urban,jap,3,0,18.0,11.92,33
35.0,4.4,sandstorms,jam,2,motorcycle,1.0,no,metropolitian,mys,4,0,20.0,10.88,34
32.0,3.5,stormy,jam,2,scooter,1.0,no,metropolitian,sur,4,0,21.0,12.16,33
38.0,5.0,stormy,medium,2,motorcycle,0.0,no,metropolitian,ranchi,3,1,17.0,16.6,23
23.0,4.5,sandstorms,medium,2,electric_scooter,0.0,no,metropolitian,mys,3,0,18.0,13.99,27
32.0,5.0,cloudy,medium,1,scooter,1.0,yes,metropolitian,ranchi,3,1,18.0,19.62,39
37.0,4.8,sunny,low,0,motorcycle,1.0,no,metropolitian,ranchi,3,0,23.0,4.53,28
39.0,5.0,sandstorms,medium,2,scooter,1.0,no,urban,hyd,3,0,15.0,6.15,30
22.0,4.7,sunny,jam,0,motorcycle,0.0,no,urban,jap,4,0,22.0,13.41,18
39.0,4.6,sunny,high,2,scooter,0.0,no,metropolitian,goa,2,0,11.0,1.57,21
28.0,4.9,sunny,low,1,scooter,1.0,no,urban,coimb,3,0,22.0,4.67,17
22.0,4.7,windy,jam,2,scooter,1.0,no,urban,bang,3,0,21.0,17.08,20
22.0,4.6,fog,high,2,electric_scooter,1.0,no,urban,pune,3,1,14.0,6.13,33
29.0,4.8,windy,jam,2,motorcycle,0.0,no,metropolitian,bang,3,0,21.0,17.08,19
37.0,4.1,cloudy,jam,2,scooter,1.0,no,metropolitian,sur,3,0,21.0,19.76,39
39.0,4.7,fog,low,0,motorcycle,0.0,no,metropolitian,aurg,2,1,22.0,4.72,23
29.0,4.6,stormy,jam,0,motorcycle,1.0,no,metropolitian,mum,3,0,21.0,16.82,37
37.0,4.8,sandstorms,jam,1,motorcycle,1.0,no,metropolitian,hyd,3,1,21.0,13.83,26
29.0,3.6,sunny,high,0,motorcycle,3.0,no,metropolitian,mys,3,0,11.0,1.55,48
21.0,4.9,windy,medium,2,electric_scooter,1.0,no,metropolitian,vad,3,0,18.0,17.3,24
24.0,4.7,fog,jam,2,scooter,2.0,no,metropolitian,ludh,2,0,21.0,14.15,42
26.0,4.9,fog,low,2,electric_scooter,1.0,no,metropolitian,deh,2,0,9.0,2.94,13
26.0,4.1,fog,jam,2,scooter,1.0,no,metropolitian,chen,3,1,20.0,12.42,40
26.0,4.9,windy,medium,1,scooter,1.0,no,metropolitian,alh,2,0,17.0,10.49,23
25.0,4.8,windy,high,1,scooter,1.0,no,urban,vad,4,0,11.0,1.57,26
20.0,4.6,windy,medium,0,motorcycle,0.0,no,metropolitian,ludh,2,1,18.0,20.44,26
23.0,4.7,fog,jam,0,motorcycle,2.0,no,metropolitian,pune,4,1,21.0,12.26,38
20.0,5.0,fog,jam,1,scooter,1.0,no,metropolitian,ranchi,3,0,22.0,13.58,41
28.0,4.7,fog,low,2,motorcycle,1.0,no,metropolitian,alh,2,0,23.0,16.48,20
38.0,4.0,windy,jam,0,motorcycle,2.0,yes,metropolitian,mys,3,0,21.0,10.88,50
37.0,4.8,windy,low,1,motorcycle,1.0,no,metropolitian,hyd,3,0,22.0,13.83,18
35.0,4.0,windy,jam,0,motorcycle,2.0,no,semi-urban,jap,3,0,20.0,10.43,50
30.0,4.9,stormy,medium,2,scooter,1.0,no,metropolitian,jap,3,1,17.0,13.41,25
21.0,3.7,sunny,jam,0,motorcycle,1.0,no,metropolitian,ranchi,4,1,19.0,9.06,42
38.0,4.8,windy,medium,0,motorcycle,1.0,no,metropolitian,jap,3,1,15.0,5.96,31
28.0,4.8,sunny,low,1,scooter,1.0,no,urban,bang,3,0,11.0,3.11,18
39.0,4.5,sunny,jam,1,motorcycle,0.0,no,urban,pune,3,0,20.0,16.85,21
23.0,4.8,cloudy,low,2,scooter,1.0,no,metropolitian,coimb,3,0,9.0,3.12,17
36.0,4.6,cloudy,jam,2,electric_scooter,1.0,no,metropolitian,coimb,3,1,21.0,10.91,40
32.0,4.8,sunny,low,0,motorcycle,1.0,no,metropolitian,mys,3,0,8.0,3.11,26
30.0,4.9,sunny,jam,1,scooter,1.0,no,metropolitian,coimb,3,0,20.0,17.14,28
38.0,4.9,windy,low,1,scooter,1.0,no,metropolitian,mum,4,0,9.0,1.53,29
31.0,4.2,fog,low,0,motorcycle,1.0,no,metropolitian,coimb,3,1,22.0,17.14,40
30.0,4.7,windy,jam,0,motorcycle,2.0,no,metropolitian,pune,3,0,20.0,7.66,44
24.0,5.0,sunny,high,2,scooter,0.0,no,urban,mum,4,1,13.0,6.12,12
30.0,4.8,fog,medium,1,scooter,1.0,no,urban,koc,2,1,16.0,6.24,16
36.0,3.6,fog,low,2,scooter,1.0,no,metropolitian,mys,3,0,22.0,12.44,38
37.0,4.9,sunny,jam,2,scooter,1.0,no,metropolitian,bang,4,1,20.0,7.76,20
30.0,4.6,cloudy,jam,0,motorcycle,1.0,no,metropolitian,bang,3,1,21.0,7.76,34
35.0,4.6,windy,low,2,motorcycle,1.0,no,urban,koc,2,0,10.0,1.56,23
39.0,4.7,stormy,high,2,motorcycle,1.0,no,metropolitian,hyd,3,0,11.0,3.07,28
34.0,4.3,sandstorms,low,0,motorcycle,1.0,no,metropolitian,sur,3,0,9.0,3.04,30
39.0,5.0,windy,jam,0,motorcycle,1.0,no,metropolitian,vad,3,0,21.0,19.69,38
32.0,4.1,sunny,jam,1,motorcycle,0.0,no,metropolitian,chen,3,0,21.0,10.87,31
20.0,4.6,cloudy,low,0,motorcycle,0.0,no,urban,pune,4,1,8.0,1.53,16
34.0,4.8,sandstorms,medium,1,motorcycle,1.0,no,metropolitian,ludh,2,0,18.0,8.79,27
35.0,4.8,stormy,low,1,motorcycle,0.0,no,urban,hyd,3,0,22.0,16.9,16
33.0,4.5,stormy,medium,1,motorcycle,1.0,no,metropolitian,chen,3,0,17.0,7.76,27
24.0,4.5,fog,low,1,scooter,1.0,no,urban,indo,3,0,8.0,3.03,11
22.0,5.0,windy,medium,2,electric_scooter,1.0,no,urban,ranchi,3,1,17.0,12.58,15
28.0,4.9,fog,jam,0,motorcycle,1.0,no,metropolitian,chen,3,0,20.0,13.97,44
24.0,4.9,cloudy,jam,0,motorcycle,2.0,no,metropolitian,ranchi,4,0,21.0,10.57,42
30.0,4.5,sunny,jam,1,scooter,0.0,no,metropolitian,coimb,3,0,22.0,14.02,24
